NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0001072	-0.0000513	0.0002494	0.0582768	0.0000457	1.0001161	0.0002648	0.0899545	-0.0002535	-0.0002748	1.0001070	-0.0071130	32.4175797	3.0000000	2.0000000	0.0000104
