NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0004490	-0.0000221	-0.0000126	0.9195938	0.0000335	1.0004562	-0.0003234	0.0749769	0.0000121	0.0002757	1.0004503	-0.0032168	227.8721161	3.0000000	2.0000000	0.0000112
