NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0006477	0.0000390	-0.0000200	1.5397288	-0.0000409	1.0006661	-0.0005232	-0.0629073	0.0000256	0.0004970	1.0006658	-0.3257536	323.7113647	3.0000000	2.0000000	0.0000488
