NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0001226	0.0000065	-0.0000047	0.0359384	-0.0000011	1.0001272	-0.0000922	-0.0072612	0.0000034	0.0000906	1.0001143	-0.0322311	333.4755859	2.0000000	2.0000000	0.0000159
