NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0003106	0.0000152	-0.0000104	0.3603880	-0.0000140	1.0003173	-0.0002508	-0.0160528	0.0000142	0.0002109	1.0003193	-0.1479115	334.0839539	3.0000000	2.0000000	0.0000391
