NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	199.5000000	149.5000000	149.5000000	1.0003221	0.0000026	0.0000146	0.7104114	-0.0000002	1.0003183	-0.0001273	0.0839908	-0.0000070	0.0001015	1.0003372	-0.0677039	160.6622162	4.0000000	2.0000000	0.0000289
