NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	199.5000000	149.5000000	149.5000000	1.0004214	0.0000037	0.0000193	1.1353118	-0.0000020	1.0004072	-0.0001786	0.1216885	-0.0000066	0.0001564	1.0004317	-0.0228802	148.6530304	3.0000000	2.0000000	0.0000872
