NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	299.5000000	249.5000000	249.5000000	1.0005372	0.0000249	-0.0000137	1.0599082	-0.0000231	1.0005127	-0.0003515	-0.0296606	0.0000204	0.0003160	1.0005553	-0.2562590	325.3128052	3.0000000	2.0000000	0.0000029
