NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	199.5000000	149.5000000	149.5000000	1.0002008	0.0000040	0.0000089	0.2541806	0.0000004	1.0001929	-0.0000861	0.0241176	-0.0000049	0.0000789	1.0002120	-0.0690599	146.0655823	4.0000000	2.0000000	0.0000269
