NodeNumber	Zpos	Ypos	Xpos	Fzz	Fzy	Fzx	Zdisp	Fyz	Fyy	Fyx	Ydisp	Fxz	Fxy	Fxx	Xdisp	error	iterations	returnStatus	deltaPhiNorm
1.0000000	199.5000000	149.5000000	149.5000000	1.0002970	0.0000043	0.0000154	0.6199524	0.0000008	1.0002955	-0.0001356	0.0766749	-0.0000082	0.0001163	1.0003140	-0.0789386	162.7938080	4.0000000	2.0000000	0.0000273
